READ SERR 1 2
@../../qpo_paper/data/eeuf_gamma0_sample_all.pco
!
0.317024469 1.83794945E-2 7.15072558E-4 1.42331091E-5 0.100166716
0.351088494 1.56845152E-2 9.66183259E-4 1.89809107E-5 0.123017125
0.382389516 1.56165063E-2 1.10982114E-3 2.15225755E-5 0.14597787
0.413554013 1.55479908E-2 1.34611654E-3 2.5078567E-5 0.170785189
0.442004979 1.290299E-2 1.65002502E-3 3.17606609E-5 0.195201933
0.4677625 1.28545165E-2 1.79177616E-3 3.4501958E-5 0.218636513
0.493422508 1.28054768E-2 1.97905605E-3 3.79325793E-5 0.243301779
0.521530986 1.53030157E-2 1.94503972E-3 3.60130907E-5 0.271760374
0.552069008 1.52350068E-2 1.97906164E-3 3.81493883E-5 0.304548085
0.582472026 1.51680112E-2 2.16625794E-3 4.1217987E-5 0.339043587
0.612743497 1.51034594E-2 2.20895E-3 4.26057632E-5 0.375226468
0.642889023 1.50420368E-2 2.42603384E-3 4.5781635E-5 0.413080007
0.672914505 1.4983505E-2 2.44627637E-3 4.70871455E-5 0.452589452
0.702825546 1.49274766E-2 2.61695543E-3 4.99941816E-5 0.493740886
0.732627988 1.48749948E-2 2.79450603E-3 5.31338919E-5 0.536522508
0.762329996 1.4827013E-2 2.8131057E-3 5.46671181E-5 0.580927193
0.791938484 1.47814751E-2 2.86355452E-3 5.66181297E-5 0.626948059
0.821460962 1.47410333E-2 3.14451312E-3 6.10492352E-5 0.674580872
0.8533535 1.7151475E-2 2.90043675E-3 5.57365092E-5 0.727918029
0.887611985 1.71070099E-2 2.98175914E-3 5.82646935E-5 0.78756237
0.924224019 1.95049942E-2 2.9544346E-3 5.60843073E-5 0.853809536
0.963193536 1.94645226E-2 2.95872404E-3 5.80139313E-5 0.927362859
1.00451899 2.18610168E-2 2.99164001E-3 5.68520736E-5 1.00858057
1.0506351 2.42549777E-2 2.85262312E-3 5.45163784E-5 1.10324574
1.09913003 2.42400169E-2 2.77752685E-3 5.57840613E-5 1.20749927
1.14759994 2.42299438E-2 2.67159566E-3 5.64100083E-5 1.31639862
1.19606996 2.42400765E-2 2.57100095E-3 5.71615528E-5 1.42999589
1.24456501 2.42549181E-2 2.50864751E-3 5.84184309E-5 1.54835379
1.29309988 2.42800117E-2 2.46749585E-3 5.96528953E-5 1.67151797
1.34169996 2.43200064E-2 2.36167503E-3 6.03370027E-5 1.79956734
1.3903749 2.43549943E-2 2.37709493E-3 6.24243985E-5 1.93254936
1.43913507 2.44050622E-2 2.23793788E-3 6.29531642E-5 2.07051396
1.48798513 2.44449973E-2 2.25400436E-3 6.47660709E-5 2.21350193
1.53693008 2.45000124E-2 2.27259402E-3 6.73005125E-5 2.36155391
1.58597505 2.45449543E-2 2.21250905E-3 6.82791142E-5 2.51471448
1.6351099 2.45899558E-2 2.13230262E-3 6.88198779E-5 2.67297983
1.68434 2.46400237E-2 2.04793992E-3 6.95068593E-5 2.83639383
1.73366499 2.46850252E-2 2.08647014E-3 7.16066206E-5 3.00498486
1.78307009 2.47200131E-2 2.0589428E-3 7.36185902E-5 3.17872763
1.83255506 2.4764955E-2 2.10218341E-3 7.80140617E-5 3.35764456
1.88211501 2.47950554E-2 1.95715902E-3 7.99589325E-5 3.54174209
1.93173504 2.48249769E-2 2.02073576E-3 8.42675872E-5 3.73098397
1.98141503 2.48549581E-2 1.89273874E-3 8.39689601E-5 3.92538762
2.0311451 2.48750448E-2 1.94365333E-3 8.68359712E-5 4.12493134
2.08092022 2.49000788E-2 1.99064543E-3 9.03904656E-5 4.32960844
2.13073492 2.49148607E-2 1.8201872E-3 8.9671601E-5 4.53941107
2.18058491 2.49350071E-2 1.96224428E-3 9.9165205E-5 4.75432873
2.23046494 2.49450207E-2 1.98287005E-3 1.05984262E-4 4.97435141
2.29034996 3.49400043E-2 1.66589452E-3 9.10063391E-5 5.24448204
2.36773491 4.24449444E-2 1.82687573E-3 9.41740727E-5 5.60436726
2.45265007 4.24700975E-2 1.85281294E-3 9.78614189E-5 6.01368809
2.54009509 4.49750423E-2 1.8097657E-3 9.6240954E-5 6.45006037
2.63255501 4.74849939E-2 1.7414561E-3 9.36011565E-5 6.92809153
2.72753 4.74900007E-2 1.58082612E-3 9.35703429E-5 7.43716526
2.82501507 4.99949455E-2 1.75172882E-3 1.00051591E-4 7.97821045
2.92751002 5.25000095E-2 1.72829663E-3 9.86117884E-5 8.56755829
3.03250504 5.24950027E-2 1.69448659E-3 1.00674239E-4 9.19333076
3.14499998 5.99999428E-2 1.60882424E-3 9.63226485E-5 9.88742447
3.26999998 6.50000572E-2 1.68746954E-3 9.76859737E-5 10.6886749
3.40499997 6.99999332E-2 1.57112512E-3 9.38611338E-5 11.5891247
3.54999995 7.50000477E-2 1.6436188E-3 9.66351581E-5 12.5968742
3.71000004 8.50000381E-2 1.50122785E-3 9.01508902E-5 13.756875
3.88999987 9.49999094E-2 1.49858266E-3 8.93294637E-5 15.1230745
4.07499981 9.00000334E-2 1.64498435E-3 1.00238452E-4 16.5975246
4.26499987 9.99999046E-2 1.59849785E-3 9.79521865E-5 18.1802235
4.47999954 0.11500001 1.53827446E-3 9.40855753E-5 20.0571728
4.7249999 0.130000114 1.43355969E-3 9.35172575E-5 22.3087234
5.00250006 0.147500038 1.43820967E-3 9.13106705E-5 25.0032501
5.3125 0.162499905 1.39681809E-3 9.35895659E-5 28.1962509
5.67749977 0.202500105 1.31528673E-3 8.77378334E-5 32.1930008
6.13000011 0.25 1.30084367E-3 8.50124052E-5 37.5144005
6.70499992 0.325000048 1.2501179E-3 8.68717834E-5 44.8514023
7.58750057 0.557500124 1.09231367E-3 8.25044626E-5 57.2593536
9.06750011 0.922499657 1.41096616E-3 1.13843962E-4 81.3685532
10.2075005 0.21750021 1.25269627E-3 3.01435648E-4 104.145752
NO NO NO NO NO
0.309163004 5.25701046E-3 2.64573423E-3 5.14736639E-5 9.55541283E-2
0.319669515 5.24950027E-3 2.85103847E-3 5.42814887E-5 0.102161042
0.330161512 5.24248183E-3 3.07293143E-3 5.76265193E-5 0.108979128
0.340639472 5.23550808E-3 3.27306008E-3 6.04733614E-5 0.11600785
0.351103008 5.2279979E-3 3.58702382E-3 6.47774214E-5 0.123245977
0.361552 5.22100925E-3 3.79960216E-3 6.76598429E-5 0.130692586
0.371986002 5.21299243E-3 4.09412617E-3 7.17444273E-5 0.138346404
0.382404506 5.20549715E-3 4.17528767E-3 7.38501403E-5 0.146206096
0.39280802 5.19801676E-3 4.34262259E-3 7.66531448E-5 0.154271111
0.403196514 5.19049168E-3 4.72568115E-3 8.13244842E-5 0.16254048
0.41356951 5.18250465E-3 5.06255729E-3 8.5538064E-5 0.171012878
0.423927009 5.17499447E-3 5.32064075E-3 8.9317371E-5 0.179687321
0.434269011 5.16700745E-3 5.53217484E-3 9.25155546E-5 0.18856287
0.444595516 5.15949726E-3 5.77018224E-3 9.61491751E-5 0.197638556
0.454906523 5.15149534E-3 5.84447989E-3 9.82192578E-5 0.206913397
0.465201497 5.14349341E-3 6.0483017E-3 1.01763006E-4 0.216385975
0.475481004 5.13601303E-3 6.1250492E-3 1.04349645E-4 0.226055801
0.485745013 5.12798131E-3 6.07725047E-3 1.05411178E-4 0.235921904
0.495993495 5.12051582E-3 6.17320882E-3 1.08307671E-4 0.245983332
0.50622654 5.112499E-3 6.07855991E-3 1.09553737E-4 0.256239146
0.516443491 5.10448217E-3 6.16232026E-3 1.12253794E-4 0.26668781
0.526645482 5.09750843E-3 6.06183568E-3 1.13218113E-4 0.277329475
0.536832452 5.08949161E-3 5.76747628E-3 1.11952897E-4 0.288163215
0.54954195 7.6200068E-3 5.44551434E-3 9.08809525E-5 0.301938325
0.564765513 7.60352612E-3 5.44401864E-3 9.23034095E-5 0.318902284
0.579955518 7.58647919E-3 5.50993951E-3 9.42503539E-5 0.336290836
0.595112503 7.57050514E-3 5.40070841E-3 9.45508073E-5 0.354101568
0.610237479 7.5545013E-3 5.31408377E-3 9.49449823E-5 0.372332752
0.625331044 7.53900409E-3 5.28982002E-3 9.57870288E-5 0.390982032
0.640393496 7.52347708E-3 4.97933198E-3 9.40874015E-5 0.410047233
0.655425489 7.50851631E-3 4.67626052E-3 9.23916086E-5 0.42952618
0.672922492 9.98851657E-3 4.59134672E-3 8.04043448E-5 0.452724963
0.692875028 9.96398926E-3 4.30124858E-3 7.92365026E-5 0.479976535
0.712778509 9.93949175E-3 3.99470562E-3 7.77812093E-5 0.507954419
0.735110521 1.23924911E-2 3.89746274E-3 7.00142919E-5 0.54023385
0.759862006 1.23590231E-2 3.72863142E-3 7.02454199E-5 0.577237546
0.787010014 1.47889853E-2 3.39392084E-3 6.25431712E-5 0.619166076
0.8165465 1.47475004E-2 3.20901605E-3 6.25185567E-5 0.666530669
0.848451972 1.71580017E-2 3.07403575E-3 5.83059336E-5 0.719576418
0.885164499 1.95544958E-2 2.67323572E-3 5.27162883E-5 0.783133805
0.926658988 2.19399929E-2 2.50768103E-3 4.9729897E-5 0.858215511
0.972918987 2.43200064E-2 2.29616207E-3 4.69107836E-5 0.945979893
1.02151453 2.42755413E-2 2.06285319E-3 4.63276883E-5 1.04290259
1.07003498 2.42449641E-2 1.62127393E-3 4.25055805E-5 1.14438713
1.11851501 2.42350101E-2 1.28136424E-3 3.92129332E-5 1.25048852
1.16698503 2.42349505E-2 7.79392372E-4 3.15854595E-5 1.36126661
1.21546495 2.42450237E-2 5.56805171E-4 2.76367082E-5 1.47676718
1.2785449 3.88349891E-2 3.02668981E-4 1.68166935E-5 1.63316905
1.39289999 7.55200386E-2 1.50687541E-4 9.5829364E-6 1.93446708
1.60597503 0.137555003 9.05953566E-5 7.00096598E-6 2.56023431
2.17929506 0.435765028 4.40661461E-5 4.37093922E-6 4.55943584
NO NO NO NO NO
0.309163004 5.25701046E-3 8.81021656E-3 1.47764047E-4 9.55541283E-2
0.319669515 5.24950027E-3 9.87167377E-3 1.60207579E-4 0.102161042
0.330161512 5.24248183E-3 1.08200265E-2 1.71082662E-4 0.108979128
0.340639472 5.23550808E-3 1.17144594E-2 1.81756099E-4 0.11600785
0.351103008 5.2279979E-3 1.26453349E-2 1.92417239E-4 0.123245977
0.361552 5.22100925E-3 1.35774873E-2 2.02923577E-4 0.130692586
0.371986002 5.21299243E-3 1.43581377E-2 2.12528583E-4 0.138346404
0.382404506 5.20549715E-3 1.54873924E-2 2.24772113E-4 0.146206096
0.390209973 2.59999931E-3 1.68773904E-2 3.36205441E-4 0.15225707
0.398004502 5.19451499E-3 1.71888601E-2 2.43703893E-4 0.158380598
0.408385515 5.18648326E-3 1.80011224E-2 2.54417508E-4 0.166751817
0.416162014 2.59001553E-3 1.87564902E-2 3.70418245E-4 0.173184097
0.421340495 2.58848071E-3 1.93034876E-2 3.79951816E-4 0.17752111
0.42651549 2.58651376E-3 1.96913201E-2 3.86250176E-4 0.181908771
0.431686521 2.5845021E-3 2.05283631E-2 3.9813164E-4 0.186346561
0.436853528 2.58250535E-3 2.17708405E-2 4.13125003E-4 0.190834329
0.442016482 2.58047879E-3 2.0903632E-2 4.08608292E-4 0.195371926
0.44717598 2.57901847E-3 2.19534189E-2 4.21707402E-4 0.199959725
0.452331483 2.57648528E-3 2.26498656E-2 4.31715889E-4 0.204597145
0.457482994 2.57501006E-3 2.35404558E-2 4.44812875E-4 0.209284052
0.46263051 2.57250667E-3 2.35101581E-2 4.47220751E-4 0.214020371
0.467774004 2.57098675E-3 2.35496946E-2 4.51005239E-4 0.218805909
0.47291398 2.56900489E-3 2.43966077E-2 4.64363344E-4 0.223641053
0.478049994 2.56700814E-3 2.4654327E-2 4.69921739E-4 0.228525221
0.483182013 2.56499648E-3 2.57824585E-2 4.84777818E-4 0.233458281
0.488309979 2.56298482E-3 2.41985172E-2 4.75098466E-4 0.238440081
0.493433982 2.56100297E-3 2.51690708E-2 4.88226418E-4 0.243470535
0.498554498 2.55951285E-3 2.63352264E-2 5.03425603E-4 0.248550043
0.50367099 2.55697966E-3 2.53579505E-2 5.0026807E-4 0.253677934
0.50878346 2.55551934E-3 2.60998271E-2 5.09321049E-4 0.258854121
0.513891995 2.55298615E-3 2.62674354E-2 5.17277862E-4 0.264078468
0.521546006 5.1009953E-3 2.57389471E-2 3.66481749E-4 0.27198419
0.531740487 5.09351492E-3 2.54195537E-2 3.70500406E-4 0.282721996
0.541920006 5.08600473E-3 2.53565498E-2 3.76228505E-4 0.293651432
0.552083969 5.07798791E-3 2.61698831E-2 3.87153617E-4 0.304770947
0.562232971 5.07101417E-3 2.5574103E-2 3.87083506E-4 0.316080242
0.572367013 5.06299734E-3 2.52444595E-2 3.8860456E-4 0.327578366
0.582486033 5.0559938E-3 2.48570405E-2 3.90712201E-4 0.339264393
0.592591047 5.04902005E-3 2.63628941E-2 4.04788298E-4 0.351138622
0.602681518 5.04148006E-3 2.72390656E-2 4.14642622E-4 0.363199592
0.612757504 5.03450632E-3 2.7165303E-2 4.17455827E-4 0.375446409
0.622819483 5.02747297E-3 2.71212924E-2 4.22044075E-4 0.387878835
0.632867932 5.02100587E-3 2.74993349E-2 4.27810301E-4 0.400496662
0.64290297 5.01400232E-3 2.87407842E-2 4.40414937E-4 0.413299084
0.652924001 5.00702858E-3 2.83761583E-2 4.41352458E-4 0.426284671
0.662932038 5.00097871E-3 2.75673606E-2 4.38538002E-4 0.43945384
0.672927499 4.9945116E-3 2.8920643E-2 4.53781511E-4 0.452806473
